job_family,experiment_id,seed,output_dir,scientific_question,contract_sha256,bundle_sha256,pretrain_episode_presentations,RL_ALGORITHM,POLICY_ENCODER,VINE_OBSERVATION_MODE,VINE_FEATURE_MODE,CVAR_OBSERVATION_MODE,CVAR_REWARD_MODE,PRETRAIN_DATA_MODE,RUN_FINETUNE,CHECKPOINT_PREFIX,LR_ACTOR,LR_CRITIC,ENTROPY_COEF,PRETRAIN_BEHAVIOR_GATE_MODE,PRETRAIN_EPISODES,PRETRAIN_RANDOM_EXPLORATION_STEPS,PRETRAIN_NOISE_DECAY,PRETRAIN_BEHAVIOR_GATE_WINDOW,SYNTHETIC_RETURNS_FILE
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261001,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261001,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261002,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261002,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261003,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261003,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261004,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261004,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261005,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261005,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261006,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261006,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261007,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261007,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261008,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261008,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261009,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261009,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
mixed_pretraining_response_v1,mixed_100synthetic_61historical_pretrain_plus_historical_finetune,20261010,data/mixed_pretraining_runs_v1/mixed_100synthetic_61historical_pretrain_plus_historical_finetune/seed_20261010,"Does real-plus-NN-vine pooling during pretraining improve utility under matched architecture, seeds, interaction budget, and historical fine-tuning?",b80c889c9466d5fe1f7f83a93ebbf3f482959a687c2f638f32a7e61092d1f16d,277b56a05cd4bdeab3ef758d1bf0d92c745025d9292afa25e2dd000d0fadd92c,1000,td3,lstm,zero,zero,zero,full,mixed_historical_synthetic,true,td3_lstm_mixed100synth61hist1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/mixed_pretraining_response_v1/mixed_100synthetic_61historical_1000presentations.RData
